helpful,name,postDate,reviewBody,reviewTitle,starRating,verifiedPurchase
One person found this helpful,Robert Bugg,"Reviewed in the United States on July 14, 2019",Good basic filter at reasonable cost,UV Protection Filter,5.0 out of 5 stars,Verified Purchase
14 people found this helpful,Maha-Guru,"Reviewed in the United States on January 19, 2011","If you do any outdoor photography, a UV filter is an absolute necessity.Tiffen is a ""name brand"" as far as I am concerned, and you could do worse.I have had many Tiffen filters in the past, and have bene very happy with them, so choosing this one was a no-brainer for me.What I Liked:- the overall quality of the glass- strength and durability of the screw ring- the priceWhat I do not like (from past experience)- the glass can get easily and permanently stained if you use alcohol based cleaners - caveat emptor!- it can be damaged/fogged up if you are using a compressed air duster - so use a hand blower to get rid of any dry particles",Worth Every Penny,4.0 out of 5 stars,Verified Purchase
2 people found this helpful,Christian Fernandez,"Reviewed in the United States on June 27, 2017",Great protection and for the right price.,Great protection and for the right price.,4.0 out of 5 stars,Verified Purchase
One person found this helpful,C. Hakes,"Reviewed in the United States on October 27, 2017",It's a good solid filter. I would recommend it to anyone.,Good Filter,4.0 out of 5 stars,Verified Purchase
One person found this helpful,Ronald Leonardo,"Reviewed in the United States on May 22, 2019","Package came broken, case include as if it been used before even though is supposedly new-- it works though.",BROKEN CASE.,3.0 out of 5 stars,Verified Purchase
One person found this helpful,Timothy Sebring,"Reviewed in the United States on July 6, 2008","I purchased this filter with the sole purpose of keeping my lens clear of scratches, knowing that if a scratch does occur, I can replace the filter for less than $10 rater than replacing a $180 lens. Once I added the filter, however, I noticed that my outdoor pictures seemed much crisper and clearer than before. This is a great deal for the price.",Great filter for the price,4.0 out of 5 stars,Verified Purchase
One person found this helpful,Jim,"Reviewed in the United States on September 15, 2018","Will not purchase again. Unit had loose glass element that wobbled around in filter frame.Did not bother returning, waste of time. Bought Hoya locally.",You might get a good one or you might get a poorly made one.,1.0 out of 5 stars,Verified Purchase
One person found this helpful,dcofoto,"Reviewed in the United States on June 15, 2017",Very good filter.,Five Stars,5.0 out of 5 stars,Verified Purchase
2 people found this helpful,Robert L. Garramone,"Reviewed in the United States on December 12, 2016",Dual purpose filter. UV protection and lens protector all in one.,Four Stars,4.0 out of 5 stars,Verified Purchase
One person found this helpful,Bakki,"Reviewed in the United States on February 28, 2019",Good product,Satisfied,5.0 out of 5 stars,Verified Purchase
One person found this helpful,JS,"Reviewed in the United States on April 26, 2019",Perfect for the money!,Great Purchase,5.0 out of 5 stars,Verified Purchase
93 people found this helpful,sgi,"Reviewed in the United States on November 15, 2010","I guess this is what you get when you buy a cheap filter.I will probably stop using it when in a low light conditions, and perhaps at all.Here are the problems that I found with this filter:1. Screwing it into the len is not smooth at all. I would not mind that if I didn't have the second issue.2. In a low light environment with a bright light source in the area/frame I keep on getting reflections that are caused by this filternotWithstandinghen comparing to a shot taken without the filter, the reflection in extremely noticeable.My conclusion... Save your money and buy a better filter!",Barely a pass grade,2.0 out of 5 stars,Verified Purchase
3 people found this helpful,linh pham,"Reviewed in the United States on August 23, 2018",I did not see any much change..,it is OK..,5.0 out of 5 stars,Verified Purchase
One person found this helpful,M. Pickering,"Reviewed in the United States on January 23, 2008","You spent a lot of money for your SLR or digital SLR camera, and then you plunked down another large chunk of cash for a quality lens. Do you really want to blow another heavy chunk of change for a basic, thread on UV filter? Well, I would normally advise that you don't skimp on quality when it comes to filters. After all, would you pay a premium price for a high performance automobile, only to fill it with watered down fuel? I should nope not! So is it such a bright idea to buy such a low cost UV filter for your high-end SLR lens? Well, maybe it is if you are considering the Tiffen 77mm UV Protection Filter.This filter does NOT offer the highest level of UV filtration, but it is rather sufficient for most conditions, and the build quality and materials used in this filter are very good. For most digital SLR users, a UV filter is a must have for protecting your lens optics, and it helps to clear up the hazy and washed out look in many of your outdoor photos. This filter has proven to clean up many of my digital photographs, and I have found almost no internal reflection artifacts. Notice I said ALMOST no internal reflection. I leave my UV filters on all of my lenses almost all of the time, and this filter has produced some minor reflection when shooting indoor photos with my Sigma 10-20mm ultra-wide angle lens. This seems to only happen when shooting in dim lighting conditions, and when aiming the lens in the direction of a strong light source, such as a table lamp. Since my Canon EOS 40D has a ""Live View"" feature that lets me see what the picture is going to look like (displayed on the 3"" LCD), I can see the reflection artifacts before I shoot the picture, and therefore have found ways to reframe my shots to avoid the reflections. However, I recommend that you simply remove the UV filter when shooting in these conditions.As I said before, I typically do not recommend buying low cost filters for your high quality lenses, but I prefer to invest my money on creative filters and not pour too much into a filter that is primarily used to simply protect the front of the lens. Many manufacturers, including Tiffen, offer higher quality UV/Haze filters for SLR lenses, and you may wish to spend the extra money if you are looking for deeper UV removal from your pictures. However, if you are looking for great lens protection and a decent level of UV filtration for a modest investment, you honestly can't go wrong with this filter. Just remember to remove the filter, or frame your shots carefully when shooting in situations where direct light reflection may be an issue.Quality = **** (4)UV Filtration = **** (4)Value = ***** (5)",Quality Lens Protection and Decent UV Filtration for Your SLR Camera,4.0 out of 5 stars,Verified Purchase
One person found this helpful,Paula D.,"Reviewed in the United States on March 11, 2017",Tiffen filters are the best! Never a disappointment.,Five Stars,5.0 out of 5 stars,Verified Purchase
